Kullanici,Tarih,Puan,Yorum,Marka,Urun,Kaynak_Dosya
E** D**,1723630957157,4,Güzel bi ton daha koyu alabilirdim buğday tenliyim ama yine de kötü durmadı,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
d** d**,1700638483584,5,Işıl ışıl kesinlikle dokusu harika,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
G** Ç**,1711757344030,5,Çok memnun kaldım,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Kübra Ç.,1733343062632,5,Daha öncesinde kullandım çok güzel bir yapısı var,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Ş** E**,1728965168456,5,Muhteşem alın mutlaka,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
İlknur K.,1727957240857,5,Paketleme de ürün de çok güzel teşekkür ederiz :),Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Y** D**,1702283776872,5,Mükemmelden de öte ♡,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Emine İ.,1713167779467,5,Hatıka kapatıcılıgı var yuzunuzde yok gıbı duruyo ben begendım,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
G** K**,1711184266627,4,ürün güzel anck beyaz tenli olmama rağmen suratım cok soluk beyaz gösterdi. Herkes hastamısın diye soruyor sürdüğümde. medium buldugumda alıp karıştırıp kullanıcam.,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
P** A**,1686830191777,5,Çok güzel yıllardır kullanıyorum,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
K** G**,1724405270383,5,Ben aşırı beğendim 👍,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1736453201346,5,harika sivilce yapmiyor,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1723905389529,5,paketlesi çok sağlamdı elime sağlam ve hızlı ulaştı ilk defa öneri üzerine kullanıcam,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1761155208028,5,çok güzel paketlenmiş ürün güzel doğal bir görüntüsü var beğendim ..,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
İ** T**,1772466350518,5,Ürünlerim geldi. harikulade tek kelimeyle mükemmel.  birinci şişe bitti. ikinciye başladım.  çok güzel kapatıyor ve ışıl ışıl yapıyor. ben Light torunu kullanıyorum.  çok beğendim  🫶🏻🌸,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Banu D.,1769659695457,5,ürün elime ulaştı paketlamade sağlam yapilmiş teşekürler çok beğendim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
E** D**,1745965825212,4,Kutusu ambalajı gayet korunaklı ve güzel ürünü kullanınca güncelleme yaparım,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1705938125868,5,Kapatıcı denilince de sen be muson💕 tam bir fiyat performans ürünü alın aldırın kargo da çok sağlam geldi teşekkürler 🙏,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
V** A**,1742033290319,5,Paketleme çok güzeldi. Tenime çok açık olur diye korkmuştum ama iyi ki de light almışım. Kapaticiligi çok harika değil ama kullanilir. Teşekkürler muson 🧚🏻😊,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Z** A** Ş**,1741866176943,5,Kupkuru bir cildim var onu bile bebek gibi yaptı nemlendirici ile mükemmel duruyor,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Ö** y**,1684338075979,5,kokusu muhteşem bayıldım alınır,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
i** K**,1771410750125,5,Paketleme çok iyiydi rengi de uydu tenime elif nur yelden görüp almıştım yüzüm de  nasıl olur henüz denemedim ama kaliteli duruyor,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1727294484179,4,Kapatıcılığı iyi ama ama bir tık sarı gibi geldi. Paketlemesi güzeldi sorun yok,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
A** K**,1751223250607,5,ürün çok güvenlikli geldi rengi şahane,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1761906421313,5,4 senedir kullanıyorum ve çok memnunum😊🙏🏻 hızlı ve kaliteli 👍🏻,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Cansu K.,1768655246242,5,arkadaşımdan görüp aldım çok iyi kapatıcılığı var çok beğendim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
L** k**,1746867978191,5,çok güzel gerçekten begendik,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
M** K**,1746225759958,5,Bugün kullanma fırsatım oldu ba yıl dımmm,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
G** M**,1759948360662,5,"Selam kızlar.Ben bb krem kullanıcısıyım aslında.çeşitli markalarda belirli bir kaç bb krem kullanırım .Hep derdim, bir de yüzümde kalıp gibi durmayan,arada kullanabileceğim bir fondöten bulamıyorum..Size uyan ürün, çok yüksek fiyatlarda olan,adı herkesin dilinde olan ürünler olmayabiliyor.Sonra Eda Kök tavsiyesi ile Muson Fondöteni bir deneyim dedim.Eda Kök yine yanıltmadı beni.Onada teşekkür ediyorum 🙏.fondöten geldiği gibi denedim.Bekledim, herhangi bir alerjik durum yapmadı.Yüzünüzde bebeksi bir duruş sağlıyor 😍.. Kızlar,nelere para vermedik, deneyin.pişman olmayacaksınız.Ben buğday tenliyim.Light olanı tercih ettim.çok başarılı 🎉.Ama lütfen öncesinde cildinizi nemlendirin, sonra güneş kreminizi sürün, sonra fondöten sürün.Size bir tüyo😎.hala, beklediğiniz sonucu alamazsanız, yeterli miktarda güneş kremi ile fondöteni avucunuzda karıştırıp yüzünüze sürün 🌸 Uzun yazdım biliyorum ama hepiniz yararlansın istiyorum kızlar 🌸👍",Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Nurşah B. Ö.,1762796313257,5,"Bayılarak kullandığım bir fondeten oldu onca denediğim fondetenlere göre olagan üstü hic pul pul olmuyor cildime eşit bir sekilde dağılıyor, yüzüme su sürmediğim faktorde bence 5-6 saat kalıcılığı var",Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
İlknur k.,1761036580699,5,kesinlikle alınmalı tam özel gün foundationu,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Sibel C.,1770382693743,5,Bayıldım süper ötesi iyii ki satıcıyı dinleyip light rengini almışım kuşkuda kalmayın alın aldrın,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
B** G**,1750621763651,5,Yoğun bi fondoten çok az sürmek yetiyor kapatıcılık güzel,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1724794076856,5,Tek kelimeyle muhteşem gönül rahatlığıyla alabilirsiniz,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
D** B**,1756818735932,5,Harika kapatıcılıktaaaaaa bayıldım,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1690369274147,5,Kesinlikle çok güzel bir ürün 👍,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
s** s**,1738412756946,5,normalde bb krem kullanırım ilk defa bir fondöten aldım ve cildimde çok ağır durmadı ince yapıda ve gözeneklere dağılmıyor,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
D** E**,1695198115832,5,Efsane tonn kalıcığı mükemell,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
B** n** A**,1696400036393,5,Memnun kaldığım tek fondöten.,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
N** Y**,1707208804875,5,Mükemmel  yedeklenmeli,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
M** A**,1709197166551,4,Ürünü aldıktan sonra hemen yorum yapmak istemedim bir süre kullandıktan sonra değerlendirmek istedim. Ben ekstra beyaz tenli bir insan olduğum için ürün bana bariz koyu oldu onu baştan belirtmek istiyorum. O yüzden kullanamayacağım üzülerek. Ancak kuru ciltli olmama rağmen cildime uygun bir nemlendirici ve üstüne yine uygun bir makyaj bazı ile kullandığımda gerçekten performansı çok iyiydi. Kapatıcılığı kesinlikle özel günlerde bile yeterli olur en fazla 2 kat uygularsınız. Ancak kapatıcılığına rağmen ne bir çatlama ne bir dağılma vs yaşamadım.  Extra light rengi olsa onu sipariş verirdim ama maalesef bu ürün bana uymadı.,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
C** Y**,1725350234447,5,Eksiksiz sağlam paketleme  hızlı kargo ve inanılmaz iyi ürünler 🤍,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** M**,1738849166750,5,Mükemmel bir ürün hızlı kargo için teşekkür ederim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1767622863628,5,memnun kaldigim güzel bir urun .kapaticiligi parlakligi dokusu cok guzel  .,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Gamze U.,1767625611833,5,Benim cildim normalde aşırı kuru ve rimmel London kırmızı kapak kullanıyordum artık piyasada yok ve 1 senedir tüm her şeyi denedim tek mümemmel duran kusma yapmayan pürüzsüz duran ve kapatıcılığı güzel olan bu fondöteni buldum teşekkürler muson ailesi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Senem Ç.,1760379989546,5,Çok severek kullanıyorum kaçıncı siparişim sayamıyorum artık memnunumm bayağı iyi kapatıyor🫣❤️‍🔥❤️‍🔥,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** B** C**,1706868414596,5,Devamlı aldığım ürün sorunsuz geldi teşekkürler,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
N** B**,1750229845143,5,yapısı kokusu paketleme çok iyi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Fatma G.,1760707465634,5,Muhteşem bir ürün çok az miktarda bile harika sonuç veriyor,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
R** O**,1739807794487,5,Kız kardeşim için aldım gayet güzel ben indirimden aldım çok sağlam paketlenmişti zor açtım,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
D** K**,1727393657167,5,Çook güzel kapatıcılığı baya yoğun,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
N** A**,1690291840160,5,Henuz denemedim paketlemesi guzeldi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
M** Ç**,1773262591157,5,dedikleri kadar var mükemmel yapısı duruşu pütürlü durmuyor çok beğendim sivilce lekelerimi kapattı.🥰😍,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
B** Ö**,1776151243103,5,annem için aldım çok güzel bir ürün,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1776375427518,5,Paketleme harika çok kez kullandığım ürün bu fondotene bayılıyorum,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
C** D**,1707377288785,5,defalarca kendi markaları ile anlaşmalı kuaförlerde makyaj yaptırdım özel günlerde bir kez bile akmadı çok çok güzel bir fondöten ki kendim günlük hayatımda fondöten kullanmıyorum özel günler için sürekli alıyorum fondöten gibi kalıp asla değil doğal ve gerçekten yüze sürüldüğü anda şekil veriyor resmen herkesin AA yüzün ne kadar güzel dediği o mükemmel fondöten alın indirime girdikçe kaçırmayın,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1738225672491,5,Çok iyi çok beğendim çok hızlı,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1733495222663,5,Kapatıcılıgı mukemmel tavsıye edıyorum,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
İ** E**,1753360084569,5,Bu kaçıncı fondötenim bilmiyorum ama sanırım en iyisi bu . Kapatıcılık hepsinin önüne geçti şuan ba-yıl-dım direkt alın kızlar 😍,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
R** G**,1733381217801,5,harika beğendim hata bayıldım yapısı kadifemsi güzel,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
r** D**,1759040041656,5,Bunca zaman kullandığım ürünler fondötense bu nedir yok böyle bir kalite bu fondötense kullandıklarım neydi bunca zaman.. ilk kez kullanacak olanlar inanın pişman olmayacaksınız yoğun ama inanın dağılıyor ve pürüzsüz porselen makyaj gibi hemen belli oluyor cildinizdeki değişiklik ben lıgt aldım beyaz tenliyim minik leke vardı anında kapattı iyiki almışım stok yapmaya başlarım indirime girdikçe,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
E** A**,1710228650839,5,Tek kelime MÜKEMMEL,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1731922129318,5,Sorunsuz geldi güvenle alabilirsiniz muson kalitesi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
z** h**,1690067632969,5,çok memnun kaldım.,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
M** t**,1737400786370,5,Çokkkk güzelsin muson 🫶🏻,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
F** Ç**,1711466119915,5,Rengi yapısı çok iyi sözüm için aldım o zaman kullandıktan sonra güncelleme yapacağım,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
k** o**,1711539571281,5,mükemmel ötesi bişey,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
M** A**,1694172972848,5,Kokusu ve kalıcılığı efsane,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
n** g** e**,1737297125656,5,çeyizime aldım,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1740738336918,5,gerçekten çok iyi çok beğendim kaliteli bütün kusurları kapatıyor gün boyu çok güzel duruyor,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1766438764345,5,Hayatımda denediğim en güzel fondöten,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1757844130015,5,Paketlenmesi çok güzeldi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
b** a**,1716580378688,5,Öncelikle hem Türk Malı hem de alanında son derece başarılı bir kadın girişimcinin ürünü. Ayşe hamının videolarında anlattığı gibi önce fırça ile dağıtım sonra sünger ile dağıttığınızda ciltle çok güzel bütünleşiyor. Tüm günde kalıcı. Teşekkür ederim.,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
B** M**,1762850223260,5,Ben sarışınım. çok açık tenliyim. normalde her fondotenin lightını alırım. dahada açık kireç gibi olur yüzüme. ama bu fondoten cuk oturdu. kapatıcılığıda gayet başarılı. hiç düşünmeden alın 🥰,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
s** u**,1720085976857,5,ürünü beğeniyorum ama yağlı ciltlerin sevebileceği bir fondöten kuru ciltlilerde pul pul dökülme yapabilir ama benim cildim de yağlı olduğu için ve yapısını da beğendiğim için ikinci kez sipariş verdim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
